-0.0989999360,-0.0888888249,-0.0787499360,-0.0685713646,-0.0583332693,-0.0479999360,-0.0374999360,-0.0266666667,-0.0149999360,0.0150000640,0.0266667307,0.0375000640,0.0480000640,0.0583333973,0.0685714926,0.0787500640,0.0888889529,0.0990000640
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,0.0050000640,-0.0049999360,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,0.0050000640,-0.0049999360,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,0.0050000640,-0.0049999360,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,,,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,,,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,,,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,,,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,0.0033333333,,,-0.0033332693,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,0.0025000640,,,,,-0.0024999360,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,0.0020000640,,,,,,,-0.0019999360,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,0.0016667307,,,,,,,,,-0.0016666027,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,0.0014286354,,,,,,,,,,,-0.0014285074,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,0.0012500640,,,,,,,,,,,,,-0.0012499360,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,0.0011111751,,,,,,,,,,,,,,,-0.0011110471,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
0.0010000640,,,,,,,,,,,,,,,,,-0.0009999360
